   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
2461 1.811093e-01 2.027452e-01 8.733766e-06 5.029648e-08 6.553780e-02 6.058409e-03 8.001333e-02 6.103241e-13 4.561480e-06  
2462 3.609632e-01 3.844038e-01 5.667599e-06 4.833017e-08 2.206973e-01 7.906579e-03 7.146128e-02 1.030364e-12 2.764090e-06  
2463 1.497419e-01 1.879228e-01 3.673416e-06 4.080330e-08 1.288652e-01 2.776345e-03 4.894079e-02 1.354470e-12 2.946910e-06  
2464 3.958774e-01 4.010787e-01 7.359502e-06 6.966508e-08 1.924542e-01 3.756772e-03 8.348564e-02 1.171157e-12 2.836169e-06  
2465 3.769421e-01 4.470098e-01 5.850537e-06 3.728954e-08 1.999144e-01 4.501766e-03 6.636131e-02 1.464710e-12 5.140215e-06  
2466 3.578243e-01 3.808911e-01 2.517775e-06 2.077599e-08 2.140507e-01 5.314577e-03 4.371444e-02 2.241484e-12 5.186350e-06  
2467 3.036507e-01 3.938369e-01 2.460357e-06 4.163681e-08 1.196263e-01 2.610351e-03 5.902825e-02 6.429709e-13 5.455192e-06  
2468 2.303610e-01 3.584071e-01 4.839570e-06 4.076966e-08 2.222755e-01 6.633295e-03 6.792444e-02 1.713658e-12 4.951320e-06  
2469 1.520843e-01 2.273783e-01 7.314888e-06 4.928901e-08 1.477765e-01 3.441955e-03 4.755085e-02 6.789139e-13 1.611484e-06  
2470 2.473141e-01 3.156790e-01 8.832739e-06 2.933737e-08 1.165819e-01 5.221249e-03 6.657654e-02 1.481479e-12 4.905935e-06  
2471 3.126733e-01 3.615861e-01 2.799208e-06 6.060447e-08 1.857887e-01 5.251419e-03 6.217269e-02 5.699827e-13 4.265613e-06  
2472 2.947831e-01 4.509788e-01 6.719324e-06 5.732802e-08 2.011921e-01 6.618544e-03 6.407838e-02 1.508650e-12 4.480843e-06  
2473 3.805274e-01 5.588294e-01 9.489305e-06 3.671310e-08 2.026068e-01 3.404827e-03 7.617480e-02 6.373739e-13 2.318741e-06  
2474 3.661356e-01 4.415337e-01 6.084779e-06 4.378293e-08 1.802410e-01 3.740580e-03 6.037306e-02 2.225932e-12 3.037983e-06  
2475 3.555222e-01 3.573876e-01 4.265147e-06 5.650126e-08 1.038601e-01 4.089821e-03 8.088732e-02 7.622659e-13 3.285991e-06  
2476 2.937252e-01 3.203399e-01 8.436497e-06 6.380359e-08 2.042721e-01 2.165654e-03 7.631652e-02 2.186213e-12 1.665899e-06  
2477 3.902656e-01 4.313852e-01 5.694461e-06 5.873939e-08 8.872802e-02 2.255833e-03 5.459312e-02 1.559696e-12 5.883422e-06  
2478 1.580208e-01 1.843625e-01 7.670172e-06 3.024125e-08 2.370050e-01 7.379216e-03 6.858060e-02 1.003568e-12 5.186158e-06  
2479 2.659961e-01 3.265440e-01 3.323054e-06 5.326348e-08 8.886900e-02 6.299709e-03 6.526799e-02 5.726780e-13 3.635798e-06  
2480 2.757849e-01 4.074303e-01 4.035664e-06 4.474756e-08 1.875540e-01 4.443101e-03 4.472915e-02 8.288834e-13 1.936562e-06  
2481 1.458745e-01 1.865967e-01 3.498317e-06 3.633145e-08 1.140278e-01 6.233232e-03 5.592662e-02 2.032345e-12 4.632770e-06  
2482 3.289463e-01 3.358724e-01 8.771653e-06 6.330865e-08 7.313409e-02 3.147578e-03 6.757068e-02 6.972055e-13 4.495214e-06  
2483 1.135323e-01 1.645859e-01 5.258697e-06 3.948004e-08 1.956112e-01 2.936175e-03 5.110360e-02 7.211802e-13 5.224206e-06  
2484 2.561341e-01 3.282012e-01 8.291230e-06 2.174373e-08 1.714511e-01 6.392054e-03 6.493267e-02 1.366052e-12 1.778457e-06  
2485 1.154674e-01 1.983333e-01 5.029873e-06 7.097952e-08 2.351154e-01 5.976881e-03 8.753558e-02 8.452033e-13 2.339891e-06  
2486 1.666347e-01 2.599147e-01 6.494157e-06 5.695443e-08 2.233258e-01 3.065952e-03 5.262023e-02 6.928793e-13 3.276212e-06  
2487 2.460872e-01 3.908571e-01 5.282029e-06 5.596810e-08 1.657367e-01 7.934254e-03 4.652693e-02 7.380889e-13 1.812795e-06  
2488 2.028788e-01 2.554126e-01 7.110038e-06 2.614985e-08 1.615121e-01 7.360251e-03 6.267678e-02 1.697324e-12 3.769237e-06  
2489 3.184557e-01 3.816845e-01 4.426882e-06 3.501776e-08 9.548572e-02 2.855281e-03 5.465330e-02 1.866074e-12 3.961480e-06  
2490 2.786816e-01 3.405774e-01 8.805176e-06 7.174614e-08 1.564954e-01 2.841919e-03 8.815254e-02 1.425280e-12 4.422411e-06  
2491 2.992602e-01 4.454438e-01 6.529418e-06 6.936058e-08 1.563556e-01 3.165210e-03 5.539804e-02 7.481828e-13 1.756832e-06  
2492 1.885318e-01 2.882974e-01 7.362085e-06 5.014818e-08 1.785143e-01 5.597934e-03 8.752844e-02 5.953673e-13 3.421585e-06  
2493 1.793682e-01 3.357536e-01 6.343675e-06 2.774467e-08 1.578034e-01 6.373040e-03 7.817273e-02 1.022957e-12 2.062785e-06  
2494 1.297766e-01 2.219589e-01 3.259712e-06 4.139260e-08 2.028888e-01 5.089728e-03 5.445803e-02 1.256645e-12 2.482404e-06  
2495 1.801316e-01 1.957217e-01 5.389669e-06 5.621192e-08 6.442422e-02 4.570759e-03 6.036336e-02 1.398192e-12 2.885270e-06  
2496 1.647866e-01 3.173153e-01 6.942393e-06 4.682675e-08 1.553332e-01 3.027733e-03 7.662780e-02 1.681811e-12 5.698066e-06  
2497 2.749225e-01 3.832734e-01 4.880211e-06 3.384002e-08 1.492097e-01 4.482733e-03 7.929949e-02 1.118687e-12 1.550555e-06  
2498 1.858534e-01 2.283224e-01 8.002078e-06 3.202312e-08 9.387667e-02 3.607702e-03 5.632398e-02 1.196593e-12 5.074293e-06  
2499 2.694309e-01 4.910738e-01 6.168954e-06 4.286160e-08 2.332165e-01 4.769635e-03 5.889509e-02 2.126836e-12 5.873323e-06  
2500 1.287361e-01 2.409107e-01 3.893087e-06 3.346652e-08 1.383288e-01 7.537187e-03 4.982445e-02 9.141526e-13 4.956467e-06  
2501 3.992449e-01 4.976599e-01 6.803371e-06 5.551145e-08 1.784438e-01 7.128145e-03 8.948370e-02 1.455037e-12 4.227355e-06  
2502 2.777013e-01 3.783671e-01 8.016252e-06 7.056205e-08 2.110010e-01 3.632759e-03 6.123723e-02 6.950926e-13 5.208215e-06  
2503 4.203008e-01 5.033931e-01 7.134701e-06 6.666679e-08 9.415408e-02 7.303095e-03 6.591803e-02 2.055856e-12 4.169792e-06  
2504 2.584257e-01 2.716701e-01 4.701123e-06 3.900735e-08 1.815490e-01 7.678632e-03 5.602546e-02 5.902232e-13 4.275270e-06  
2505 1.072439e-01 1.669668e-01 3.655458e-06 4.207319e-08 2.391622e-01 3.890756e-03 7.505974e-02 2.142860e-12 3.375635e-06  
2506 3.185049e-01 4.577784e-01 5.271444e-06 2.144052e-08 2.292888e-01 3.481298e-03 8.219246e-02 2.176149e-12 5.897626e-06  
2507 2.678053e-01 2.694643e-01 6.092657e-06 6.123712e-08 1.920568e-01 3.613735e-03 6.694886e-02 2.234778e-12 3.926741e-06  
2508 3.247274e-01 3.297039e-01 3.158524e-06 4.669019e-08 8.307711e-02 4.190800e-03 6.487520e-02 1.416691e-12 2.938865e-06  
2509 1.712206e-01 1.852977e-01 9.017009e-06 6.093812e-08 6.450832e-02 2.118795e-03 8.666107e-02 1.307982e-12 2.897245e-06  
2510 2.988886e-01 3.442157e-01 4.692659e-06 1.973698e-08 1.080425e-01 3.658659e-03 7.694178e-02 1.911478e-12 4.204283e-06  
2511 2.016688e-01 3.457929e-01 6.245811e-06 7.002931e-08 1.933405e-01 2.227481e-03 7.831916e-02 1.543016e-12 5.157505e-06  
2512 2.407529e-01 3.861333e-01 4.417521e-06 6.958424e-08 2.302824e-01 3.024641e-03 8.072653e-02 1.793910e-12 2.610106e-06  
2513 2.243002e-01 2.412693e-01 5.312189e-06 3.520672e-08 6.414831e-02 2.410882e-03 4.163990e-02 1.231311e-12 5.771095e-06  
2514 1.834818e-01 2.493948e-01 4.214217e-06 6.931352e-08 2.089275e-01 3.346663e-03 4.867148e-02 9.491359e-13 1.937391e-06  
2515 3.858124e-01 5.364047e-01 6.077709e-06 6.375007e-08 1.629933e-01 7.790855e-03 8.687964e-02 5.765918e-13 4.072189e-06  
2516 1.568676e-01 2.166342e-01 6.169220e-06 2.826887e-08 1.203685e-01 5.511348e-03 8.498613e-02 1.351793e-12 4.832897e-06  
2517 3.899583e-01 4.607511e-01 4.050009e-06 4.738232e-08 2.394031e-01 6.191041e-03 4.460283e-02 2.063114e-12 2.752577e-06  
2518 1.618951e-01 1.907203e-01 5.301574e-06 6.413002e-08 2.000016e-01 2.803009e-03 5.041475e-02 1.571933e-12 2.599407e-06  
2519 3.031065e-01 3.143524e-01 8.359285e-06 5.829472e-08 1.161407e-01 2.793063e-03 5.213793e-02 6.349265e-13 5.067914e-06  
2520 2.217077e-01 2.227065e-01 8.967121e-06 5.206005e-08 1.240533e-01 5.184834e-03 7.436306e-02 7.152509e-13 4.551715e-06  
2521 3.189907e-01 3.499501e-01 2.837815e-06 3.325161e-08 2.180098e-01 7.641172e-03 8.067329e-02 1.199482e-12 5.934088e-06  
2522 1.146146e-01 2.170652e-01 4.049252e-06 6.520327e-08 1.218220e-01 2.312135e-03 5.503669e-02 1.952896e-12 3.343632e-06  
2523 2.315514e-01 3.010242e-01 5.983737e-06 4.320097e-08 1.868693e-01 5.432649e-03 6.786166e-02 2.108117e-12 2.834497e-06  
2524 3.113056e-01 3.133618e-01 6.665042e-06 4.779777e-08 1.104602e-01 2.286013e-03 8.584347e-02 9.649294e-13 2.677289e-06  
2525 1.170797e-01 1.934890e-01 2.859742e-06 5.454230e-08 1.691669e-01 4.653456e-03 8.905775e-02 1.078536e-12 2.576660e-06  
2526 4.119695e-01 4.621360e-01 5.061976e-06 4.958235e-08 1.898488e-01 4.434676e-03 8.638539e-02 1.500333e-12 2.266218e-06  
2527 1.835780e-01 2.648002e-01 7.077738e-06 3.792045e-08 1.139476e-01 4.532514e-03 8.179247e-02 1.511914e-12 5.453964e-06  
2528 1.985298e-01 3.692223e-01 9.173900e-06 3.717709e-08 1.741975e-01 6.687641e-03 4.659498e-02 1.170005e-12 4.687476e-06  
2529 3.390216e-01 4.183598e-01 4.200550e-06 5.635184e-08 1.254337e-01 2.771612e-03 6.182415e-02 1.525641e-12 2.563888e-06  
2530 3.732292e-01 3.880266e-01 8.423403e-06 6.409802e-08 2.089857e-01 4.209345e-03 4.186300e-02 1.188032e-12 5.119914e-06  
2531 2.428575e-01 3.155169e-01 6.084926e-06 4.248709e-08 1.650218e-01 5.767770e-03 6.600431e-02 1.469028e-12 3.902173e-06  
2532 4.176620e-01 5.517304e-01 4.284936e-06 3.602865e-08 2.008503e-01 3.603557e-03 6.047300e-02 1.559039e-12 5.370924e-06  
2533 3.541272e-01 3.849742e-01 4.968208e-06 4.191662e-08 1.408781e-01 4.093417e-03 5.150316e-02 1.370999e-12 2.875164e-06  
2534 4.098669e-01 4.960862e-01 4.521669e-06 3.985958e-08 9.690871e-02 5.777585e-03 5.237079e-02 1.243039e-12 3.802050e-06  
2535 2.556338e-01 3.465247e-01 9.548021e-06 4.443192e-08 1.260850e-01 2.744878e-03 7.354294e-02 2.133387e-12 4.662808e-06  
2536 2.640519e-01 3.217373e-01 5.482521e-06 5.526544e-08 1.574980e-01 2.977862e-03 6.861138e-02 2.092018e-12 4.003504e-06  
2537 3.212384e-01 4.894082e-01 3.640010e-06 3.258597e-08 1.810419e-01 6.663221e-03 7.109886e-02 1.955368e-12 3.248178e-06  
2538 2.215083e-01 3.056082e-01 5.330109e-06 4.314084e-08 1.005975e-01 7.566757e-03 5.431203e-02 1.572120e-12 3.051043e-06  
2539 3.346521e-01 3.789504e-01 5.176087e-06 2.899228e-08 1.917856e-01 5.544305e-03 4.684193e-02 1.444459e-12 4.419580e-06  
2540 1.740627e-01 2.424073e-01 3.962474e-06 4.441212e-08 1.902767e-01 2.254729e-03 4.517029e-02 2.240437e-12 3.478487e-06  
2541 4.199285e-01 5.107007e-01 9.054587e-06 3.874405e-08 2.042786e-01 6.878628e-03 6.284865e-02 1.368069e-12 1.567902e-06  
2542 2.191944e-01 3.120588e-01 7.645856e-06 6.551197e-08 2.076323e-01 2.294264e-03 7.916668e-02 1.386162e-12 2.416067e-06  
2543 3.620834e-01 5.570369e-01 8.571891e-06 2.302186e-08 1.989132e-01 6.925049e-03 8.413683e-02 7.243334e-13 2.925997e-06  
2544 3.272097e-01 4.217408e-01 7.177146e-06 3.222655e-08 1.044083e-01 7.622924e-03 8.769703e-02 1.016921e-12 3.925245e-06  
2545 2.910832e-01 4.808741e-01 6.957654e-06 2.301526e-08 1.912940e-01 2.186670e-03 8.343385e-02 1.594639e-12 3.926770e-06  
2546 4.037334e-01 4.822376e-01 8.761936e-06 6.216068e-08 2.217620e-01 4.985015e-03 6.299745e-02 1.734282e-12 5.196364e-06  
2547 1.712908e-01 3.563969e-01 2.843585e-06 2.647505e-08 1.925780e-01 6.144033e-03 6.544612e-02 1.837584e-12 3.710171e-06  
2548 3.586317e-01 4.884240e-01 7.480076e-06 5.225878e-08 2.097757e-01 3.395814e-03 8.459728e-02 8.559392e-13 2.405743e-06  
2549 3.461925e-01 5.159739e-01 3.251555e-06 4.004658e-08 2.093714e-01 5.687655e-03 4.873379e-02 1.670072e-12 1.501026e-06  
2550 3.518145e-01 4.882588e-01 5.815580e-06 1.992220e-08 1.526796e-01 3.578245e-03 7.284256e-02 1.846774e-12 3.288675e-06  
2551 1.660749e-01 2.694346e-01 2.780252e-06 6.551684e-08 2.396168e-01 7.572933e-03 8.756922e-02 1.379660e-12 2.233365e-06  
2552 2.240246e-01 2.788050e-01 4.043506e-06 6.884103e-08 1.330944e-01 3.025924e-03 7.039247e-02 1.447324e-12 2.468996e-06  
2553 2.752278e-01 4.592769e-01 5.126274e-06 3.487734e-08 2.233767e-01 5.242595e-03 6.111325e-02 1.744885e-12 2.824001e-06  
2554 1.203478e-01 1.835837e-01 6.821775e-06 6.496198e-08 2.291478e-01 7.078444e-03 5.717437e-02 2.091773e-12 4.989470e-06  
2555 4.100752e-01 5.019951e-01 3.655696e-06 1.847422e-08 1.335106e-01 2.121878e-03 8.526135e-02 1.472504e-12 2.566411e-06  
2556 3.672325e-01 5.471094e-01 3.040403e-06 6.253224e-08 2.020852e-01 7.982285e-03 7.442334e-02 8.269353e-13 4.737008e-06  
2557 2.549800e-01 3.343608e-01 2.974877e-06 3.098621e-08 1.760158e-01 6.153556e-03 5.423903e-02 9.460545e-13 5.768518e-06  
2558 2.782231e-01 3.919831e-01 9.038817e-06 3.569844e-08 1.820339e-01 3.983532e-03 6.038318e-02 1.467372e-12 5.527497e-06  
2559 2.293695e-01 3.692608e-01 8.910216e-06 5.302674e-08 1.516252e-01 2.773250e-03 8.122974e-02 1.094453e-12 3.055835e-06  
2560 3.869468e-01 4.020855e-01 8.657542e-06 5.939847e-08 1.194522e-01 4.163853e-03 5.591317e-02 1.907395e-12 5.688607e-06  
2561 2.889014e-01 3.701090e-01 5.652401e-06 6.047797e-08 2.185979e-01 3.937415e-03 5.308350e-02 2.020582e-12 4.266985e-06  
2562 3.292685e-01 4.863822e-01 2.911359e-06 4.115480e-08 2.088975e-01 5.517973e-03 7.546244e-02 1.813297e-12 1.976870e-06  
2563 2.199366e-01 3.353849e-01 8.082246e-06 5.854840e-08 1.386528e-01 3.300781e-03 8.771254e-02 1.124195e-12 5.617875e-06  
2564 2.209564e-01 4.133411e-01 6.595791e-06 6.459396e-08 2.138338e-01 5.213404e-03 8.971859e-02 1.984521e-12 4.277816e-06  
2565 1.211977e-01 3.032166e-01 3.899914e-06 2.728078e-08 2.088018e-01 4.977126e-03 4.868161e-02 1.864400e-12 4.061347e-06  
2566 2.621042e-01 3.515635e-01 4.860560e-06 4.958776e-08 1.543092e-01 7.686306e-03 4.406304e-02 1.343536e-12 4.128178e-06  
2567 1.299632e-01 1.911018e-01 3.318773e-06 4.208632e-08 1.152027e-01 3.885853e-03 7.926746e-02 1.091061e-12 4.683909e-06  
2568 1.527445e-01 1.976282e-01 4.333042e-06 4.801563e-08 7.768202e-02 7.974274e-03 5.697367e-02 1.659709e-12 5.404900e-06  
2569 2.183557e-01 2.319545e-01 7.092615e-06 5.721069e-08 2.255617e-01 3.914073e-03 8.709125e-02 1.425232e-12 1.835010e-06  
2570 2.159613e-01 3.766465e-01 4.127941e-06 2.715782e-08 2.211195e-01 2.894508e-03 5.407525e-02 7.400510e-13 1.899020e-06  
2571 1.239417e-01 3.082491e-01 7.133315e-06 6.569202e-08 2.276893e-01 4.174973e-03 7.129189e-02 1.224095e-12 3.232983e-06  
2572 4.163752e-01 5.089159e-01 3.290819e-06 4.728683e-08 1.506700e-01 2.788891e-03 6.856934e-02 9.458388e-13 3.255354e-06  
2573 1.545072e-01 2.347061e-01 4.264025e-06 4.544576e-08 1.554425e-01 3.174048e-03 9.014844e-02 2.036719e-12 3.564223e-06  
2574 3.012151e-01 5.151954e-01 8.712132e-06 6.068376e-08 2.338500e-01 4.908316e-03 7.876356e-02 1.443964e-12 1.751438e-06  
2575 4.226268e-01 4.366190e-01 6.486538e-06 5.215552e-08 2.335656e-01 5.904990e-03 6.455421e-02 6.555444e-13 5.896469e-06  
2576 2.450378e-01 3.079311e-01 7.170227e-06 3.435332e-08 9.964027e-02 7.643077e-03 7.844775e-02 1.829113e-12 4.639738e-06  
2577 2.919339e-01 4.126248e-01 8.131310e-06 6.251839e-08 2.004162e-01 3.879300e-03 5.542631e-02 1.072839e-12 2.712698e-06  
2578 2.869390e-01 3.093811e-01 7.243885e-06 5.725744e-08 1.725045e-01 4.686958e-03 7.465536e-02 1.921963e-12 3.078503e-06  
2579 2.483415e-01 2.919501e-01 7.098010e-06 5.394561e-08 1.619951e-01 2.725314e-03 4.171249e-02 1.352455e-12 4.248019e-06  
2580 2.965059e-01 4.415096e-01 5.924246e-06 6.867323e-08 1.781209e-01 4.935326e-03 5.567984e-02 2.223025e-12 3.846565e-06  
2581 3.412696e-01 4.568258e-01 9.369826e-06 6.123696e-08 1.484305e-01 2.562983e-03 5.349859e-02 1.142703e-12 3.005756e-06  
2582 3.456841e-01 3.975240e-01 7.699339e-06 4.556826e-08 7.412528e-02 7.220048e-03 6.651144e-02 2.173542e-12 2.040540e-06  
2583 3.415024e-01 5.028725e-01 8.544920e-06 4.501745e-08 2.227221e-01 4.451859e-03 6.835575e-02 5.689895e-13 5.384954e-06  
2584 2.904214e-01 4.250673e-01 9.016891e-06 4.281194e-08 1.440037e-01 6.075428e-03 8.237552e-02 1.456009e-12 5.174604e-06  
2585 3.814864e-01 4.107789e-01 4.990889e-06 4.412335e-08 7.316067e-02 6.399829e-03 7.938416e-02 1.610602e-12 5.465015e-06  
2586 3.934479e-01 4.847111e-01 9.325705e-06 4.698765e-08 1.033772e-01 5.345154e-03 8.397846e-02 1.326756e-12 4.804094e-06  
2587 1.846326e-01 3.078076e-01 5.067107e-06 2.915555e-08 1.547913e-01 6.800423e-03 5.306358e-02 2.220904e-12 1.888869e-06  
2588 2.781254e-01 3.807407e-01 5.020620e-06 5.844967e-08 1.175605e-01 3.023202e-03 5.921069e-02 1.334147e-12 5.732332e-06  
2589 3.649217e-01 4.428811e-01 4.828748e-06 4.922615e-08 1.450951e-01 3.825307e-03 7.951393e-02 9.007927e-13 2.440670e-06  
2590 1.280580e-01 1.842301e-01 6.881836e-06 5.107280e-08 8.921865e-02 7.037370e-03 5.468726e-02 1.377457e-12 2.727915e-06  
2591 2.560981e-01 3.294198e-01 6.145552e-06 6.094980e-08 1.772452e-01 6.804578e-03 5.301454e-02 2.041673e-12 5.445727e-06  
2592 3.634320e-01 3.787126e-01 3.560407e-06 6.465533e-08 1.557575e-01 3.583325e-03 4.409887e-02 6.410195e-13 3.033527e-06  
2593 1.316452e-01 1.487631e-01 9.588603e-06 2.119692e-08 7.175913e-02 7.915117e-03 7.747098e-02 1.755780e-12 1.729471e-06  
2594 2.421638e-01 2.763063e-01 3.001282e-06 2.272852e-08 9.778274e-02 5.941725e-03 8.296145e-02 1.232642e-12 3.061217e-06  
2595 2.410228e-01 3.089766e-01 6.722216e-06 2.320361e-08 2.239152e-01 5.683172e-03 8.466327e-02 1.421912e-12 2.481997e-06  
2596 3.751357e-01 4.731114e-01 8.640834e-06 6.508375e-08 1.762199e-01 6.127786e-03 6.185923e-02 7.197373e-13 5.379902e-06  
2597 1.821262e-01 2.408931e-01 9.390208e-06 2.370328e-08 1.513376e-01 5.446567e-03 6.498804e-02 1.360880e-12 2.289218e-06  
2598 1.770486e-01 3.725315e-01 9.595959e-06 2.008440e-08 2.180168e-01 6.070276e-03 5.264356e-02 1.508628e-12 3.711966e-06  
2599 1.139409e-01 1.934491e-01 7.206842e-06 2.786464e-08 8.680797e-02 5.902878e-03 5.075204e-02 1.076693e-12 2.156748e-06  
2600 2.966186e-01 4.622643e-01 6.796387e-06 1.834104e-08 1.928910e-01 3.712838e-03 8.483017e-02 1.695239e-12 2.247807e-06  
2601 1.125634e-01 2.998454e-01 9.284113e-06 6.023299e-08 2.063345e-01 3.417171e-03 4.987518e-02 9.915643e-13 3.645663e-06  
2602 1.383678e-01 2.406362e-01 5.067184e-06 1.987700e-08 1.234207e-01 2.131521e-03 7.930607e-02 6.319242e-13 3.946489e-06  
2603 3.019219e-01 3.258481e-01 4.663098e-06 2.310135e-08 1.257372e-01 3.188044e-03 8.324270e-02 1.364344e-12 3.373272e-06  
2604 2.709266e-01 3.251152e-01 7.433489e-06 5.206919e-08 1.884795e-01 2.009130e-03 6.724323e-02 6.141260e-13 3.142203e-06  
2605 1.782335e-01 1.831347e-01 7.825150e-06 2.614894e-08 1.897980e-01 3.194665e-03 8.918288e-02 1.434295e-12 2.509141e-06  
2606 3.944338e-01 5.276383e-01 7.790162e-06 3.726962e-08 1.957554e-01 3.611574e-03 6.359394e-02 1.093850e-12 4.438100e-06  
2607 1.968415e-01 2.768774e-01 4.981639e-06 3.861350e-08 1.311452e-01 3.062883e-03 7.810483e-02 2.078576e-12 3.096043e-06  
2608 3.531275e-01 5.595319e-01 5.003122e-06 4.420611e-08 2.180054e-01 6.938616e-03 6.581946e-02 2.004389e-12 2.233125e-06  
2609 2.380566e-01 3.900636e-01 4.864341e-06 3.428731e-08 2.027570e-01 6.270863e-03 7.069938e-02 2.167836e-12 3.755419e-06  
2610 2.220972e-01 2.293487e-01 6.587216e-06 4.852787e-08 1.284437e-01 7.105602e-03 4.963828e-02 7.930442e-13 5.176406e-06  
2611 2.028637e-01 2.174708e-01 3.524269e-06 2.919437e-08 2.254685e-01 5.139606e-03 7.990255e-02 2.088248e-12 3.260011e-06  
2612 1.622109e-01 2.686244e-01 4.385324e-06 4.542709e-08 1.072249e-01 7.090590e-03 6.051485e-02 1.460918e-12 2.508132e-06  
2613 2.324866e-01 2.372730e-01 7.543399e-06 5.646233e-08 2.254502e-01 4.641670e-03 4.810418e-02 9.948317e-13 5.201307e-06  
2614 2.165290e-01 3.947663e-01 5.919015e-06 6.821018e-08 2.372967e-01 7.194631e-03 6.726925e-02 1.003689e-12 4.361594e-06  
2615 1.508953e-01 2.453757e-01 4.462502e-06 3.702357e-08 1.228130e-01 4.542595e-03 4.417346e-02 1.342659e-12 4.171826e-06  
2616 2.991130e-01 3.062760e-01 2.849777e-06 1.825875e-08 1.775261e-01 2.554499e-03 8.188466e-02 2.153371e-12 5.158263e-06  
2617 2.918647e-01 3.580560e-01 3.315554e-06 5.632703e-08 1.443383e-01 4.198586e-03 7.827596e-02 1.813206e-12 1.954641e-06  
2618 2.580188e-01 4.040294e-01 4.045393e-06 4.184755e-08 1.847455e-01 7.540484e-03 8.237466e-02 9.722102e-13 2.335198e-06  
2619 2.244671e-01 2.532458e-01 8.807543e-06 5.623173e-08 1.861317e-01 4.627816e-03 6.469372e-02 2.019062e-12 2.811566e-06  
2620 2.717301e-01 4.066340e-01 2.979553e-06 6.133093e-08 1.421449e-01 6.582035e-03 8.595802e-02 1.616900e-12 2.370073e-06  
2621 3.404068e-01 4.256894e-01 8.353256e-06 5.486440e-08 8.810633e-02 2.978372e-03 4.446211e-02 1.658294e-12 5.295815e-06  
2622 3.051718e-01 4.186022e-01 8.350461e-06 3.603758e-08 2.128539e-01 6.859733e-03 8.601924e-02 2.086965e-12 5.748203e-06  
2623 1.519265e-01 2.407929e-01 9.480081e-06 3.169698e-08 1.621542e-01 4.341413e-03 4.589054e-02 2.005768e-12 5.781851e-06  
2624 2.037813e-01 3.511036e-01 5.873671e-06 4.764844e-08 1.871405e-01 3.166124e-03 5.016508e-02 7.838075e-13 2.213241e-06  
2625 3.818919e-01 4.752948e-01 5.308740e-06 4.730729e-08 1.024280e-01 6.861050e-03 4.375773e-02 1.650541e-12 5.705613e-06  
2626 4.120086e-01 4.306635e-01 3.640451e-06 3.972613e-08 1.798833e-01 3.549180e-03 7.348624e-02 1.232694e-12 3.300658e-06  
2627 4.101660e-01 4.600332e-01 5.266163e-06 5.340818e-08 7.496799e-02 4.962448e-03 7.420923e-02 1.346845e-12 5.059646e-06  
2628 3.211112e-01 4.707003e-01 4.469979e-06 2.225079e-08 1.579227e-01 4.422388e-03 4.294778e-02 8.208856e-13 2.399676e-06  
2629 1.662224e-01 3.143033e-01 7.426311e-06 2.796725e-08 2.072709e-01 6.311546e-03 4.795060e-02 5.966138e-13 3.434098e-06  
2630 4.163363e-01 5.385462e-01 4.520977e-06 1.942466e-08 2.317360e-01 3.088265e-03 5.759381e-02 2.025092e-12 4.289745e-06  
2631 2.121825e-01 2.329030e-01 8.028793e-06 4.836269e-08 6.681845e-02 4.172223e-03 8.794348e-02 1.347478e-12 5.521816e-06  
2632 2.255280e-01 2.425083e-01 3.742657e-06 6.538666e-08 2.135197e-01 5.510827e-03 6.779803e-02 5.926260e-13 1.830351e-06  
2633 1.757747e-01 1.852988e-01 5.933093e-06 6.043683e-08 8.709270e-02 2.149524e-03 8.202457e-02 1.443126e-12 3.486637e-06  
2634 1.378971e-01 2.041750e-01 7.204198e-06 4.003631e-08 1.017181e-01 6.371434e-03 7.065739e-02 2.005827e-12 1.702949e-06  
2635 3.825345e-01 4.296381e-01 6.275450e-06 3.679023e-08 2.381149e-01 6.236641e-03 8.029045e-02 2.213049e-12 5.539013e-06  
2636 3.480538e-01 3.973409e-01 3.360492e-06 2.001176e-08 1.298711e-01 7.354455e-03 6.119649e-02 6.747575e-13 5.865644e-06  
2637 1.340915e-01 1.421093e-01 4.762909e-06 5.885338e-08 2.226015e-01 3.565699e-03 4.609001e-02 1.143732e-12 5.187904e-06  
2638 2.322488e-01 2.464014e-01 8.787588e-06 4.721060e-08 9.855220e-02 7.664968e-03 7.558497e-02 7.993975e-13 2.230839e-06  
2639 1.561085e-01 1.633402e-01 3.945155e-06 5.746169e-08 1.682554e-01 2.167908e-03 8.408854e-02 1.565215e-12 3.451037e-06  
2640 4.083110e-01 4.754046e-01 6.638588e-06 6.833945e-08 8.286460e-02 5.321158e-03 5.439359e-02 1.550525e-12 1.601428e-06  
2641 1.304242e-01 2.291055e-01 8.751756e-06 4.619759e-08 1.497103e-01 6.401476e-03 4.636491e-02 8.667864e-13 3.377198e-06  
2642 1.104595e-01 2.181772e-01 5.381326e-06 4.067934e-08 1.982982e-01 5.578611e-03 8.071556e-02 1.525759e-12 4.056422e-06  
2643 1.495295e-01 1.605194e-01 7.333504e-06 2.480322e-08 1.659231e-01 3.135467e-03 6.242259e-02 1.594689e-12 4.783518e-06  
